,Fatalities,Confirmed Cases
3094,124.0,2546.0
3095,125.0,2546.0
3096,85.0,2498.0
3097,88.0,2500.0
3098,89.0,2501.0
3099,86.0,2503.0
3100,91.0,2505.0
3101,90.0,2507.0
3102,90.0,2509.0
3103,90.0,2512.0
3104,88.0,2513.0
3105,89.0,2516.0
3106,91.0,2519.0
3107,107.0,2522.0
3108,91.0,2524.0
3109,97.0,2526.0
3110,99.0,2527.0
3111,94.0,2538.0
3112,85.0,2539.0
3113,86.0,2540.0
3114,90.0,2540.0
3115,92.0,2541.0
3116,83.0,2541.0
3117,88.0,2542.0
3118,97.0,2542.0
3119,96.0,2543.0
3120,96.0,2543.0
3121,99.0,2543.0
3122,99.0,2544.0
3123,98.0,2544.0
3124,97.0,2544.0
3125,102.0,2544.0
3126,108.0,2544.0
3127,112.0,2544.0
3128,115.0,2544.0
3129,111.0,2544.0
3130,112.0,2545.0
3131,112.0,2545.0
3132,117.0,2545.0
3133,117.0,2545.0
3134,116.0,2546.0
3135,114.0,2546.0
3136,119.0,2546.0
3137,124.0,2546.0
3138,125.0,2546.0
3139,85.0,2498.0
3140,88.0,2500.0
3141,89.0,2501.0
3142,86.0,2503.0
3143,91.0,2505.0
3144,90.0,2507.0
3145,90.0,2509.0
3146,90.0,2512.0
3147,88.0,2513.0
3148,89.0,2516.0
3149,91.0,2519.0
3150,107.0,2522.0
3151,91.0,2524.0
3152,97.0,2526.0
3153,99.0,2527.0
3154,94.0,2538.0
3155,85.0,2539.0
3156,86.0,2540.0
3157,90.0,2540.0
3158,92.0,2541.0
3159,83.0,2541.0
3160,88.0,2542.0
3161,97.0,2542.0
3162,96.0,2543.0
3163,96.0,2543.0
3164,99.0,2543.0
3165,99.0,2544.0
3166,98.0,2544.0
3167,97.0,2544.0
3168,102.0,2544.0
3169,108.0,2544.0
3170,112.0,2544.0
3171,115.0,2544.0
3172,111.0,2544.0
3173,112.0,2545.0
3174,112.0,2545.0
3175,117.0,2545.0
3176,117.0,2545.0
3177,116.0,2546.0
3178,114.0,2546.0
3179,119.0,2546.0
3180,124.0,2546.0
3181,125.0,2546.0
3182,85.0,2498.0
3183,88.0,2500.0
3184,89.0,2501.0
3185,86.0,2503.0
3186,91.0,2505.0
3187,90.0,2507.0
3188,90.0,2509.0
3189,90.0,2512.0
3190,88.0,2513.0
3191,89.0,2516.0
3192,91.0,2519.0
3193,107.0,2522.0
3194,91.0,2524.0
3195,97.0,2526.0
3196,99.0,2527.0
3197,94.0,2538.0
3198,85.0,2539.0
3199,86.0,2540.0
3200,90.0,2540.0
3201,92.0,2541.0
3202,83.0,2541.0
3203,88.0,2542.0
3204,97.0,2542.0
3205,96.0,2543.0
3206,96.0,2543.0
3207,99.0,2543.0
3208,99.0,2544.0
3209,98.0,2544.0
3210,97.0,2544.0
3211,102.0,2544.0
3212,108.0,2544.0
3213,112.0,2544.0
3214,115.0,2544.0
3215,111.0,2544.0
3216,112.0,2545.0
3217,112.0,2545.0
3218,117.0,2545.0
3219,117.0,2545.0
3220,116.0,2546.0
3221,114.0,2546.0
3222,119.0,2546.0
3223,124.0,2546.0
3224,125.0,2546.0
3225,85.0,2498.0
3226,88.0,2500.0
3227,89.0,2501.0
3228,86.0,2503.0
3229,91.0,2505.0
3230,90.0,2507.0
3231,90.0,2509.0
3232,90.0,2512.0
3233,88.0,2513.0
3234,89.0,2516.0
3235,91.0,2519.0
3236,107.0,2522.0
3237,91.0,2524.0
3238,97.0,2526.0
3239,99.0,2527.0
3240,94.0,2538.0
3241,85.0,2539.0
3242,86.0,2540.0
3243,90.0,2540.0
3244,92.0,2541.0
3245,83.0,2541.0
3246,88.0,2542.0
3247,97.0,2542.0
3248,96.0,2543.0
3249,96.0,2543.0
3250,99.0,2543.0
3251,99.0,2544.0
3252,98.0,2544.0
3253,97.0,2544.0
3254,102.0,2544.0
3255,108.0,2544.0
3256,112.0,2544.0
3257,115.0,2544.0
3258,111.0,2544.0
3259,112.0,2545.0
3260,112.0,2545.0
3261,117.0,2545.0
3262,117.0,2545.0
3263,116.0,2546.0
3264,114.0,2546.0
3265,119.0,2546.0
3266,124.0,2546.0
3267,125.0,2546.0
3268,85.0,2498.0
3269,88.0,2500.0
3270,89.0,2501.0
3271,86.0,2503.0
3272,91.0,2505.0
3273,90.0,2507.0
3274,90.0,2509.0
3275,90.0,2512.0
3276,88.0,2513.0
3277,89.0,2516.0
3278,91.0,2519.0
3279,107.0,2522.0
3280,91.0,2524.0
3281,97.0,2526.0
3282,99.0,2527.0
3283,94.0,2538.0
3284,85.0,2539.0
3285,86.0,2540.0
3286,90.0,2540.0
3287,92.0,2541.0
3288,83.0,2541.0
3289,88.0,2542.0
3290,97.0,2542.0
3291,96.0,2543.0
3292,96.0,2543.0
3293,99.0,2543.0
3294,99.0,2544.0
3295,98.0,2544.0
3296,97.0,2544.0
3297,102.0,2544.0
3298,108.0,2544.0
3299,112.0,2544.0
3300,115.0,2544.0
3301,111.0,2544.0
3302,112.0,2545.0
3303,112.0,2545.0
3304,117.0,2545.0
3305,117.0,2545.0
3306,116.0,2546.0
3307,114.0,2546.0
3308,119.0,2546.0
3309,124.0,2546.0
3310,125.0,2546.0
3311,85.0,2498.0
3312,88.0,2500.0
3313,89.0,2501.0
3314,86.0,2503.0
3315,91.0,2505.0
3316,90.0,2507.0
3317,90.0,2509.0
3318,90.0,2512.0
3319,88.0,2513.0
3320,89.0,2516.0
3321,91.0,2519.0
3322,107.0,2522.0
3323,91.0,2524.0
3324,97.0,2526.0
3325,99.0,2527.0
3326,94.0,2538.0
3327,85.0,2539.0
3328,86.0,2540.0
3329,90.0,2540.0
3330,92.0,2541.0
3331,83.0,2541.0
3332,88.0,2542.0
3333,97.0,2542.0
3334,96.0,2543.0
3335,96.0,2543.0
3336,99.0,2543.0
3337,99.0,2544.0
3338,98.0,2544.0
3339,97.0,2544.0
3340,102.0,2544.0
3341,108.0,2544.0
3342,112.0,2544.0
3343,115.0,2544.0
3344,111.0,2544.0
3345,112.0,2545.0
3346,112.0,2545.0
3347,117.0,2545.0
3348,117.0,2545.0
3349,116.0,2546.0
3350,114.0,2546.0
3351,119.0,2546.0
3352,124.0,2546.0
3353,125.0,2546.0
3354,85.0,2498.0
3355,88.0,2500.0
3356,89.0,2501.0
3357,86.0,2503.0
3358,91.0,2505.0
3359,90.0,2507.0
3360,90.0,2509.0
3361,90.0,2512.0
3362,88.0,2513.0
3363,89.0,2516.0
3364,91.0,2519.0
3365,107.0,2522.0
3366,91.0,2524.0
3367,97.0,2526.0
3368,99.0,2527.0
3369,94.0,2538.0
3370,85.0,2539.0
3371,86.0,2540.0
3372,90.0,2540.0
3373,92.0,2541.0
3374,83.0,2541.0
3375,88.0,2542.0
3376,97.0,2542.0
3377,96.0,2543.0
3378,96.0,2543.0
3379,99.0,2543.0
3380,99.0,2544.0
3381,98.0,2544.0
3382,97.0,2544.0
3383,102.0,2544.0
3384,108.0,2544.0
3385,112.0,2544.0
3386,115.0,2544.0
3387,111.0,2544.0
3388,112.0,2545.0
3389,112.0,2545.0
3390,117.0,2545.0
3391,117.0,2545.0
3392,116.0,2546.0
3393,114.0,2546.0
3394,119.0,2546.0
3395,124.0,2546.0
3396,125.0,2546.0
3397,85.0,2498.0
3398,88.0,2500.0
3399,89.0,2501.0
3400,86.0,2503.0
3401,91.0,2505.0
3402,90.0,2507.0
3403,90.0,2509.0
3404,90.0,2512.0
3405,88.0,2513.0
3406,89.0,2516.0
3407,91.0,2519.0
3408,107.0,2522.0
3409,91.0,2524.0
3410,97.0,2526.0
3411,99.0,2527.0
3412,94.0,2538.0
3413,85.0,2539.0
3414,86.0,2540.0
3415,90.0,2540.0
3416,92.0,2541.0
3417,83.0,2541.0
3418,88.0,2542.0
3419,97.0,2542.0
3420,96.0,2543.0
3421,96.0,2543.0
3422,99.0,2543.0
3423,99.0,2544.0
3424,98.0,2544.0
3425,97.0,2544.0
3426,102.0,2544.0
3427,108.0,2544.0
3428,112.0,2544.0
3429,115.0,2544.0
3430,111.0,2544.0
3431,112.0,2545.0
3432,112.0,2545.0
3433,117.0,2545.0
3434,117.0,2545.0
3435,116.0,2546.0
3436,114.0,2546.0
3437,119.0,2546.0
3438,124.0,2546.0
3439,125.0,2546.0
3440,85.0,2498.0
3441,88.0,2500.0
3442,89.0,2501.0
3443,86.0,2503.0
3444,91.0,2505.0
3445,90.0,2507.0
3446,90.0,2509.0
3447,90.0,2512.0
3448,88.0,2513.0
3449,89.0,2516.0
3450,91.0,2519.0
3451,107.0,2522.0
3452,91.0,2524.0
3453,97.0,2526.0
3454,99.0,2527.0
3455,94.0,2538.0
3456,85.0,2539.0
3457,86.0,2540.0
3458,90.0,2540.0
3459,92.0,2541.0
3460,83.0,2541.0
3461,88.0,2542.0
3462,97.0,2542.0
3463,96.0,2543.0
3464,96.0,2543.0
3465,99.0,2543.0
3466,99.0,2544.0
3467,98.0,2544.0
3468,97.0,2544.0
3469,102.0,2544.0
3470,108.0,2544.0
3471,112.0,2544.0
3472,115.0,2544.0
3473,111.0,2544.0
3474,112.0,2545.0
3475,112.0,2545.0
3476,117.0,2545.0
3477,117.0,2545.0
3478,116.0,2546.0
3479,114.0,2546.0
3480,119.0,2546.0
3481,124.0,2546.0
3482,125.0,2546.0
3483,85.0,2498.0
3484,88.0,2500.0
3485,89.0,2501.0
3486,86.0,2503.0
3487,91.0,2505.0
3488,90.0,2507.0
3489,90.0,2509.0
3490,90.0,2512.0
3491,88.0,2513.0
3492,89.0,2516.0
3493,91.0,2519.0
3494,107.0,2522.0
3495,91.0,2524.0
3496,97.0,2526.0
3497,99.0,2527.0
3498,94.0,2538.0
3499,85.0,2539.0
3500,86.0,2540.0
3501,90.0,2540.0
3502,92.0,2541.0
3503,83.0,2541.0
3504,88.0,2542.0
3505,97.0,2542.0
3506,96.0,2543.0
3507,96.0,2543.0
3508,99.0,2543.0
3509,99.0,2544.0
3510,98.0,2544.0
3511,97.0,2544.0
3512,102.0,2544.0
3513,108.0,2544.0
3514,112.0,2544.0
3515,115.0,2544.0
3516,111.0,2544.0
3517,112.0,2545.0
3518,112.0,2545.0
3519,117.0,2545.0
3520,117.0,2545.0
3521,116.0,2546.0
3522,114.0,2546.0
3523,119.0,2546.0
3524,124.0,2546.0
3525,125.0,2546.0
3526,85.0,2498.0
3527,88.0,2500.0
3528,89.0,2501.0
3529,86.0,2503.0
3530,91.0,2505.0
3531,90.0,2507.0
3532,90.0,2509.0
3533,90.0,2512.0
3534,88.0,2513.0
3535,89.0,2516.0
3536,91.0,2519.0
3537,107.0,2522.0
3538,91.0,2524.0
3539,97.0,2526.0
3540,99.0,2527.0
3541,94.0,2538.0
3542,85.0,2539.0
3543,86.0,2540.0
3544,90.0,2540.0
3545,92.0,2541.0
3546,83.0,2541.0
3547,88.0,2542.0
3548,97.0,2542.0
3549,96.0,2543.0
3550,96.0,2543.0
3551,99.0,2543.0
3552,99.0,2544.0
3553,98.0,2544.0
3554,97.0,2544.0
3555,102.0,2544.0
3556,108.0,2544.0
3557,112.0,2544.0
3558,115.0,2544.0
3559,111.0,2544.0
3560,112.0,2545.0
3561,112.0,2545.0
3562,117.0,2545.0
3563,117.0,2545.0
3564,116.0,2546.0
3565,114.0,2546.0
3566,119.0,2546.0
3567,124.0,2546.0
3568,125.0,2546.0
3569,85.0,2498.0
3570,88.0,2500.0
3571,89.0,2501.0
3572,86.0,2503.0
3573,91.0,2505.0
3574,90.0,2507.0
3575,90.0,2509.0
3576,90.0,2512.0
3577,88.0,2513.0
3578,89.0,2516.0
3579,91.0,2519.0
3580,107.0,2522.0
3581,91.0,2524.0
3582,97.0,2526.0
3583,99.0,2527.0
3584,94.0,2538.0
3585,85.0,2539.0
3586,86.0,2540.0
3587,90.0,2540.0
3588,92.0,2541.0
3589,83.0,2541.0
3590,88.0,2542.0
3591,97.0,2542.0
3592,96.0,2543.0
3593,96.0,2543.0
3594,99.0,2543.0
3595,99.0,2544.0
3596,98.0,2544.0
3597,97.0,2544.0
3598,102.0,2544.0
3599,108.0,2544.0
3600,112.0,2544.0
3601,115.0,2544.0
3602,111.0,2544.0
3603,112.0,2545.0
3604,112.0,2545.0
3605,117.0,2545.0
3606,117.0,2545.0
3607,116.0,2546.0
3608,114.0,2546.0
3609,119.0,2546.0
3610,124.0,2546.0
3611,125.0,2546.0
3612,85.0,2498.0
3613,88.0,2500.0
3614,89.0,2501.0
3615,86.0,2503.0
3616,91.0,2505.0
3617,90.0,2507.0
3618,90.0,2509.0
3619,90.0,2512.0
3620,88.0,2513.0
3621,89.0,2516.0
3622,91.0,2519.0
3623,107.0,2522.0
3624,91.0,2524.0
3625,97.0,2526.0
3626,99.0,2527.0
3627,94.0,2538.0
3628,85.0,2539.0
3629,86.0,2540.0
3630,90.0,2540.0
3631,92.0,2541.0
3632,83.0,2541.0
3633,88.0,2542.0
3634,97.0,2542.0
3635,96.0,2543.0
3636,96.0,2543.0
3637,99.0,2543.0
3638,99.0,2544.0
3639,98.0,2544.0
3640,97.0,2544.0
3641,102.0,2544.0
3642,108.0,2544.0
3643,112.0,2544.0
3644,115.0,2544.0
3645,111.0,2544.0
3646,112.0,2545.0
3647,112.0,2545.0
3648,117.0,2545.0
3649,117.0,2545.0
3650,116.0,2546.0
3651,114.0,2546.0
3652,119.0,2546.0
3653,124.0,2546.0
3654,125.0,2546.0
3655,85.0,2498.0
3656,88.0,2500.0
3657,89.0,2501.0
3658,86.0,2503.0
3659,91.0,2505.0
3660,90.0,2507.0
3661,90.0,2509.0
3662,90.0,2512.0
3663,88.0,2513.0
3664,89.0,2516.0
3665,91.0,2519.0
3666,107.0,2522.0
3667,91.0,2524.0
3668,97.0,2526.0
3669,99.0,2527.0
3670,94.0,2538.0
3671,85.0,2539.0
3672,86.0,2540.0
3673,90.0,2540.0
3674,92.0,2541.0
3675,83.0,2541.0
3676,88.0,2542.0
3677,97.0,2542.0
3678,96.0,2543.0
3679,96.0,2543.0
3680,99.0,2543.0
3681,99.0,2544.0
3682,98.0,2544.0
3683,97.0,2544.0
3684,102.0,2544.0
3685,108.0,2544.0
3686,112.0,2544.0
3687,115.0,2544.0
3688,111.0,2544.0
3689,112.0,2545.0
3690,112.0,2545.0
3691,117.0,2545.0
3692,117.0,2545.0
3693,116.0,2546.0
3694,114.0,2546.0
3695,119.0,2546.0
3696,124.0,2546.0
3697,125.0,2546.0
3698,85.0,2498.0
3699,88.0,2500.0
3700,89.0,2501.0
3701,86.0,2503.0
3702,91.0,2505.0
3703,90.0,2507.0
3704,90.0,2509.0
3705,90.0,2512.0
3706,88.0,2513.0
3707,89.0,2516.0
3708,91.0,2519.0
3709,107.0,2522.0
3710,91.0,2524.0
3711,97.0,2526.0
3712,99.0,2527.0
3713,94.0,2538.0
3714,85.0,2539.0
3715,86.0,2540.0
3716,90.0,2540.0
3717,92.0,2541.0
3718,83.0,2541.0
3719,88.0,2542.0
3720,97.0,2542.0
3721,96.0,2543.0
3722,96.0,2543.0
3723,99.0,2543.0
3724,99.0,2544.0
3725,98.0,2544.0
3726,97.0,2544.0
3727,102.0,2544.0
3728,108.0,2544.0
3729,112.0,2544.0
3730,115.0,2544.0
3731,111.0,2544.0
3732,112.0,2545.0
3733,112.0,2545.0
3734,117.0,2545.0
3735,117.0,2545.0
3736,116.0,2546.0
3737,114.0,2546.0
3738,119.0,2546.0
3739,124.0,2546.0
3740,125.0,2546.0
3741,19.0,1161.0
3742,25.0,1267.0
3743,32.0,1406.0
3744,35.0,1485.0
3745,46.0,1579.0
3746,50.0,1780.0
3747,54.0,2054.0
3748,69.0,2223.0
3749,80.0,2473.0
3750,100.0,2709.0
3751,109.0,2776.0
3752,112.0,2852.0
3753,127.0,2979.0
3754,131.0,3105.0
3755,144.0,3233.0
3756,153.0,3439.0
3757,153.0,3439.0
3758,179.0,3792.0
3759,189.0,3977.0
3760,196.0,4149.0
3761,206.0,4356.0
3762,215.0,4561.0
3763,225.0,4881.0
3764,233.0,5142.0
3765,244.0,5379.0
3766,253.0,5597.0
3767,269.0,5949.0
3768,278.0,6207.0
3769,293.0,6507.0
3770,314.0,7006.0
3771,324.0,7285.0
3772,340.0,7668.0
3773,358.0,7973.0
3774,378.0,8613.0
3775,397.0,8959.0
3776,407.0,9456.0
3777,428.0,10051.0
3778,445.0,10495.0
3779,463.0,11063.0
3780,479.0,11613.0
3781,493.0,12272.0
3782,509.0,12930.0
3783,525.0,13610.0
3784,2.0,22.0
3785,2.0,22.0
3786,2.0,22.0
3787,5.0,45.0
3788,5.0,45.0
3789,5.0,45.0
3790,5.0,45.0
3791,5.0,60.0
3792,5.0,60.0
3793,5.0,60.0
3794,5.0,60.0
3795,5.0,60.0
3796,5.0,60.0
3797,5.0,117.0
3798,5.0,117.0
3799,6.0,143.0
3800,6.0,143.0
3801,6.0,143.0
3802,6.0,160.0
3803,6.0,165.0
3804,6.0,186.0
3805,6.0,186.0
3806,6.0,200.0
3807,6.0,200.0
3808,6.0,200.0
3809,6.0,200.0
3810,8.0,207.0
3811,8.0,207.0
3812,9.0,220.0
3813,9.0,229.0
3814,9.0,229.0
3815,9.0,229.0
3816,10.0,236.0
3817,10.0,236.0
3818,10.0,264.0
3819,10.0,264.0
3820,10.0,274.0
3821,10.0,274.0
3822,10.0,274.0
3823,11.0,333.0
3824,11.0,333.0
3825,11.0,333.0
3826,15.0,391.0
3827,13.0,134.0
3828,13.0,134.0
3829,18.0,154.0
3830,18.0,154.0
3831,18.0,161.0
3832,18.0,180.0
3833,18.0,180.0
3834,18.0,180.0
3835,20.0,215.0
3836,20.0,223.0
3837,20.0,234.0
3838,20.0,235.0
3839,20.0,241.0
3840,21.0,254.0
3841,22.0,267.0
3842,23.0,287.0
3843,25.0,307.0
3844,25.0,327.0
3845,25.0,332.0
3846,25.0,350.0
3847,25.0,359.0
3848,25.0,377.0
3849,25.0,394.0
3850,28.0,416.0
3851,28.0,442.0
3852,28.0,459.0
3853,30.0,471.0
3854,30.0,491.0
3855,31.0,572.0
3856,32.0,604.0
3857,33.0,674.0
3858,33.0,674.0
3859,34.0,682.0
3860,34.0,705.0
3861,35.0,797.0
3862,36.0,863.0
3863,39.0,937.0
3864,39.0,937.0
3865,41.0,991.0
3866,41.0,1024.0
3867,44.0,1102.0
3868,50.0,1169.0
3869,50.0,1242.0
3870,2.0,396.0
3871,2.0,416.0
3872,2.0,435.0
3873,2.0,454.0
3874,2.0,467.0
3875,2.0,483.0
3876,3.0,502.0
3877,3.0,539.0
3878,3.0,558.0
3879,3.0,577.0
3880,3.0,595.0
3881,3.0,612.0
3882,3.0,618.0
3883,4.0,626.0
3884,4.0,642.0
3885,4.0,649.0
3886,4.0,655.0
3887,5.0,660.0
3888,6.0,662.0
3889,6.0,669.0
3890,6.0,681.0
3891,6.0,686.0
3892,6.0,687.0
3893,6.0,693.0
3894,6.0,695.0
3895,6.0,697.0
3896,6.0,705.0
3897,6.0,713.0
3898,6.0,719.0
3899,6.0,725.0
3900,6.0,733.0
3901,6.0,739.0
3902,6.0,742.0
3903,6.0,755.0
3904,6.0,761.0
3905,6.0,765.0
3906,6.0,773.0
3907,6.0,780.0
3908,7.0,792.0
3909,7.0,801.0
3910,7.0,804.0
3911,8.0,815.0
3912,8.0,830.0
3913,1.0,194.0
3914,1.0,218.0
3915,1.0,245.0
3916,3.0,261.0
3917,3.0,323.0
3918,3.0,349.0
3919,3.0,384.0
3920,3.0,444.0
3921,3.0,444.0
3922,4.0,533.0
3923,5.0,574.0
3924,6.0,626.0
3925,6.0,638.0
3926,6.0,638.0
3927,6.0,654.0
3928,6.0,688.0
3929,8.0,801.0
3930,9.0,847.0
3931,9.0,847.0
3932,13.0,916.0
3933,14.0,952.0
3934,14.0,1004.0
3935,14.0,1077.0
3936,14.0,1077.0
3937,14.0,1150.0
3938,14.0,1164.0
3939,14.0,1183.0
3940,14.0,1238.0
3941,14.0,1275.0
3942,15.0,1333.0
3943,15.0,1362.0
3944,17.0,1398.0
3945,17.0,1432.0
3946,18.0,1464.0
3947,18.0,1516.0
3948,20.0,1571.0
3949,20.0,1602.0
3950,21.0,1667.0
3951,21.0,1700.0
3952,21.0,1730.0
3953,21.0,1857.0
3954,24.0,1912.0
3955,24.0,1971.0
3956,7.0,1011.0
3957,8.0,1079.0
3958,12.0,1126.0
3959,15.0,1182.0
3960,16.0,1222.0
3961,18.0,1282.0
3962,19.0,1343.0
3963,20.0,1407.0
3964,21.0,1495.0
3965,21.0,1534.0
3966,23.0,1600.0
3967,25.0,1650.0
3968,31.0,1704.0
3969,33.0,1741.0
3970,35.0,1791.0
3971,36.0,1814.0
3972,39.0,1832.0
3973,47.0,1871.0
3974,47.0,1881.0
3975,48.0,1908.0
3976,48.0,1950.0
3977,50.0,1981.0
3978,51.0,2009.0
3979,54.0,2016.0
3980,55.0,2030.0
3981,59.0,2039.0
3982,63.0,2047.0
3983,67.0,2062.0
3984,69.0,2076.0
3985,75.0,2085.0
3986,77.0,2088.0
3987,79.0,2096.0
3988,80.0,2101.0
3989,83.0,2112.0
3990,85.0,2119.0
3991,86.0,2125.0
3992,86.0,2161.0
3993,87.0,2176.0
3994,90.0,2187.0
3995,91.0,2196.0
3996,91.0,2207.0
3997,94.0,2213.0
3998,94.0,2221.0
3999,6.0,233.0
4000,6.0,269.0
4001,6.0,288.0
4002,8.0,320.0
4003,9.0,350.0
4004,11.0,396.0
4005,12.0,457.0
4006,15.0,515.0
4007,15.0,564.0
4008,16.0,620.0
4009,18.0,669.0
4010,21.0,726.0
4011,21.0,766.0
4012,24.0,814.0
4013,27.0,862.0
4014,31.0,923.0
4015,32.0,986.0
4016,34.0,1035.0
4017,36.0,1087.0
4018,38.0,1137.0
4019,40.0,1189.0
4020,43.0,1235.0
4021,49.0,1285.0
4022,51.0,1337.0
4023,54.0,1369.0
4024,56.0,1389.0
4025,58.0,1437.0
4026,58.0,1467.0
4027,61.0,1501.0
4028,64.0,1537.0
4029,66.0,1611.0
4030,67.0,1649.0
4031,69.0,1668.0
4032,69.0,1685.0
4033,69.0,1703.0
4034,73.0,1729.0
4035,74.0,1741.0
4036,74.0,1754.0
4037,77.0,1766.0
4038,77.0,1783.0
4039,78.0,1804.0
4040,79.0,1810.0
4041,79.0,1830.0
4042,10.0,356.0
4043,11.0,396.0
4044,11.0,426.0
4045,9.0,446.0
4046,9.0,465.0
4047,9.0,494.0
4048,9.0,526.0
4049,10.0,564.0
4050,10.0,595.0
4051,10.0,616.0
4052,11.0,633.0
4053,12.0,662.0
4054,12.0,695.0
4055,12.0,715.0
4056,12.0,735.0
4057,12.0,750.0
4058,12.0,761.0
4059,12.0,767.0
4060,12.0,772.0
4061,12.0,784.0
4062,13.0,790.0
4063,13.0,795.0
4064,14.0,804.0
4065,14.0,810.0
4066,14.0,817.0
4067,15.0,822.0
4068,15.0,837.0
4069,15.0,843.0
4070,15.0,850.0
4071,15.0,857.0
4072,15.0,864.0
4073,15.0,872.0
4074,15.0,874.0
4075,15.0,878.0
4076,15.0,883.0
4077,15.0,889.0
4078,15.0,891.0
4079,15.0,892.0
4080,16.0,898.0
4081,16.0,901.0
4082,16.0,903.0
4083,17.0,905.0
4084,17.0,907.0
4085,44.0,3858.0
4086,53.0,4091.0
4087,59.0,4472.0
4088,67.0,4587.0
4089,78.0,4822.0
4090,88.0,5017.0
4091,99.0,5312.0
4092,112.0,5569.0
4093,119.0,5732.0
4094,129.0,5831.0
4095,138.0,5991.0
4096,143.0,6059.0
4097,161.0,6111.0
4098,166.0,6216.0
4099,169.0,6433.0
4100,173.0,6549.0
4101,181.0,6606.0
4102,186.0,6746.0
4103,194.0,6900.0
4104,201.0,7033.0
4105,208.0,7132.0
4106,210.0,7187.0
4107,214.0,7273.0
4108,218.0,7352.0
4109,220.0,7404.0
4110,223.0,7445.0
4111,227.0,7504.0
4112,227.0,7579.0
4113,236.0,7682.0
4114,240.0,7737.0
4115,245.0,7755.0
4116,248.0,7781.0
4117,252.0,7819.0
4118,257.0,7896.0
4119,262.0,7974.0
4120,270.0,8031.0
4121,273.0,8077.0
4122,276.0,8095.0
4123,280.0,8123.0
4124,282.0,8176.0
4125,283.0,8221.0
4126,290.0,8269.0
4127,293.0,8351.0
4128,4.0,1191.0
4129,35.0,1315.0
4130,53.0,1423.0
4131,56.0,1520.0
4132,57.0,1625.0
4133,73.0,1755.0
4134,79.0,1866.0
4135,85.0,1943.0
4136,87.0,2005.0
4137,96.0,2064.0
4138,100.0,2123.0
4139,95.0,2171.0
4140,108.0,2235.0
4141,104.0,2292.0
4142,112.0,2358.0
4143,106.0,2423.0
4144,104.0,2479.0
4145,109.0,2527.0
4146,108.0,2570.0
4147,113.0,2630.0
4148,116.0,2703.0
4149,115.0,2757.0
4150,110.0,2803.0
4151,117.0,2881.0
4152,112.0,2924.0
4153,123.0,2965.0
4154,122.0,3016.0
4155,123.0,3069.0
4156,157.0,3119.0
4157,94.0,3170.0
4158,137.0,3202.0
4159,140.0,3240.0
4160,171.0,3289.0
4161,167.0,3340.0
4162,171.0,3379.0
4163,179.0,3427.0
4164,173.0,3472.0
4165,174.0,3506.0
4166,176.0,3542.0
4167,173.0,3570.0
4168,174.0,3596.0
4169,150.0,3622.0
4170,160.0,3637.0
4171,4.0,1191.0
4172,35.0,1315.0
4173,53.0,1423.0
4174,56.0,1520.0
4175,57.0,1625.0
4176,73.0,1755.0
4177,79.0,1866.0
4178,85.0,1943.0
4179,87.0,2005.0
4180,96.0,2064.0
4181,100.0,2123.0
4182,95.0,2171.0
4183,108.0,2235.0
4184,104.0,2292.0
4185,112.0,2358.0
4186,106.0,2423.0
4187,104.0,2479.0
4188,109.0,2527.0
4189,108.0,2570.0
4190,113.0,2630.0
4191,116.0,2703.0
4192,115.0,2757.0
4193,110.0,2803.0
4194,117.0,2881.0
4195,112.0,2924.0
4196,123.0,2965.0
4197,122.0,3016.0
4198,123.0,3069.0
4199,157.0,3119.0
4200,94.0,3170.0
4201,137.0,3202.0
4202,140.0,3240.0
4203,171.0,3289.0
4204,167.0,3340.0
4205,171.0,3379.0
4206,179.0,3427.0
4207,173.0,3472.0
4208,174.0,3506.0
4209,176.0,3542.0
4210,173.0,3570.0
4211,174.0,3596.0
4212,150.0,3622.0
4213,160.0,3637.0
4214,4.0,1191.0
4215,35.0,1315.0
4216,53.0,1423.0
4217,56.0,1520.0
4218,57.0,1625.0
4219,73.0,1755.0
4220,79.0,1866.0
4221,85.0,1943.0
4222,87.0,2005.0
4223,96.0,2064.0
4224,100.0,2123.0
4225,95.0,2171.0
4226,108.0,2235.0
4227,104.0,2292.0
4228,112.0,2358.0
4229,106.0,2423.0
4230,104.0,2479.0
4231,109.0,2527.0
4232,108.0,2570.0
4233,113.0,2630.0
4234,116.0,2703.0
4235,115.0,2757.0
4236,110.0,2803.0
4237,117.0,2881.0
4238,112.0,2924.0
4239,123.0,2965.0
4240,122.0,3016.0
4241,123.0,3069.0
4242,157.0,3119.0
4243,94.0,3170.0
4244,137.0,3202.0
4245,140.0,3240.0
4246,171.0,3289.0
4247,167.0,3340.0
4248,171.0,3379.0
4249,179.0,3427.0
4250,173.0,3472.0
4251,174.0,3506.0
4252,176.0,3542.0
4253,173.0,3570.0
4254,174.0,3596.0
4255,150.0,3622.0
4256,160.0,3637.0
4257,11.0,712.0
4258,11.0,712.0
4259,11.0,712.0
4260,11.0,712.0
4261,11.0,712.0
4262,11.0,712.0
4263,11.0,712.0
4264,11.0,712.0
4265,11.0,712.0
4266,11.0,712.0
4267,11.0,712.0
4268,11.0,712.0
4269,12.0,712.0
4270,12.0,712.0
4271,12.0,712.0
4272,13.0,712.0
4273,13.0,712.0
4274,13.0,712.0
4275,13.0,712.0
4276,13.0,712.0
4277,13.0,712.0
